sample	chr	pct_match	flip	sseqsample	sample_chr
HWWKWAFXY_HG03683x01_19s004569-1-1	chr4	99.3974325386429	FALSE	HG03683	HG03683chr4
HWWKWAFXY_HG03683x01_19s004569-1-1	chr5	99.0494780616142	FALSE	HG03683	HG03683chr5
HWWKWAFXY_HG03683x01_19s004569-1-1	chr6	0.689519306540583	TRUE	HG03683	HG03683chr6
HWWKWAFXY_HG03683x01_19s004569-1-1	chr7	0.881436095883048	TRUE	HG03683	HG03683chr7
HWWKWAFXY_HG03683x01_19s004569-1-1	chr8	2.00664925195915	TRUE	HG03683	HG03683chr8
HWWKWAFXY_HG03683x01_19s004569-1-1	chr9	98.8224017527044	FALSE	HG03683	HG03683chr9
HWWKWAFXY_HG03683x01_19s004569-1-1	chrX	99.2899679340357	FALSE	HG03683	HG03683chrX
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr1	97.1957010747313	FALSE	HG00171	HG00171chr1
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr10	98.2152406417112	FALSE	HG00171	HG00171chr10
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr11	99.3295437982801	FALSE	HG00171	HG00171chr11
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr12	98.2349413075144	FALSE	HG00171	HG00171chr12
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr13	99.2196209587514	FALSE	HG00171	HG00171chr13
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr14	0.727661851257357	TRUE	HG00171	HG00171chr14
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr15	1.5003261578604	TRUE	HG00171	HG00171chr15
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr16	5.2026286966046	TRUE	HG00171	HG00171chr16
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr17	1.09674251104927	TRUE	HG00171	HG00171chr17
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr18	99.2799279927993	FALSE	HG00171	HG00171chr18
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr19	0.948226815854352	TRUE	HG00171	HG00171chr19
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr2	1.20372767279317	TRUE	HG00171	HG00171chr2
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr20	98.6886348352387	FALSE	HG00171	HG00171chr20
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr21	98.7808896210873	FALSE	HG00171	HG00171chr21
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr22	98.3712512926577	FALSE	HG00171	HG00171chr22
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr3	2.10950829843338	TRUE	HG00171	HG00171chr3
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr4	1.14588400626993	TRUE	HG00171	HG00171chr4
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr5	1.40905470808062	TRUE	HG00171	HG00171chr5
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr6	2.21423944408457	TRUE	HG00171	HG00171chr6
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr7	0.832124589663333	TRUE	HG00171	HG00171chr7
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr8	93.9326837909655	FALSE	HG00171	HG00171chr8
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chr9	99.1013760179725	FALSE	HG00171	HG00171chr9
HTV2WAFXY_HG00171Ax02_19s003956-1-1	chrX	99.005424954792	FALSE	HG00171	HG00171chrX
HTVH5AFXY_HG03732x02_19s003939-1-1	chr1	97.7102230938956	FALSE	HG03732	HG03732chr1
HTVH5AFXY_HG03732x02_19s003939-1-1	chr10	98.7761147489866	FALSE	HG03732	HG03732chr10
HTVH5AFXY_HG03732x02_19s003939-1-1	chr11	1.31395753567699	TRUE	HG03732	HG03732chr11
HTVH5AFXY_HG03732x02_19s003939-1-1	chr12	98.2297813259285	FALSE	HG03732	HG03732chr12
HTVH5AFXY_HG03732x02_19s003939-1-1	chr13	1.51680621283825	TRUE	HG03732	HG03732chr13
HTVH5AFXY_HG03732x02_19s003939-1-1	chr14	98.1665201557202	FALSE	HG03732	HG03732chr14
HTVH5AFXY_HG03732x02_19s003939-1-1	chr15	99.4912690774096	FALSE	HG03732	HG03732chr15
HTVH5AFXY_HG03732x02_19s003939-1-1	chr16	5.5091103965702	TRUE	HG03732	HG03732chr16
HTVH5AFXY_HG03732x02_19s003939-1-1	chr17	2.29271809661139	TRUE	HG03732	HG03732chr17
HTVH5AFXY_HG03732x02_19s003939-1-1	chr18	99.4169096209913	FALSE	HG03732	HG03732chr18
HTVH5AFXY_HG03732x02_19s003939-1-1	chr19	3.08076602830974	TRUE	HG03732	HG03732chr19
HTVH5AFXY_HG03732x02_19s003939-1-1	chr2	98.9492262857612	FALSE	HG03732	HG03732chr2
HTVH5AFXY_HG03732x02_19s003939-1-1	chr20	99.5883418409353	FALSE	HG03732	HG03732chr20
HTVH5AFXY_HG03732x02_19s003939-1-1	chr21	96.8989769820972	FALSE	HG03732	HG03732chr21
HTVH5AFXY_HG03732x02_19s003939-1-1	chr22	98.3381989669885	FALSE	HG03732	HG03732chr22
HTVH5AFXY_HG03732x02_19s003939-1-1	chr3	98.3646723646724	FALSE	HG03732	HG03732chr3
HTVH5AFXY_HG03732x02_19s003939-1-1	chr4	1.89814814814815	TRUE	HG03732	HG03732chr4
HTVH5AFXY_HG03732x02_19s003939-1-1	chr5	2.65423242467719	TRUE	HG03732	HG03732chr5
HTVH5AFXY_HG03732x02_19s003939-1-1	chr6	0.637714431477584	TRUE	HG03732	HG03732chr6
HTVH5AFXY_HG03732x02_19s003939-1-1	chr7	98.224650051212	FALSE	HG03732	HG03732chr7
HTVH5AFXY_HG03732x02_19s003939-1-1	chr8	95.5457875457875	FALSE	HG03732	HG03732chr8
HTVH5AFXY_HG03732x02_19s003939-1-1	chr9	98.5839233652645	FALSE	HG03732	HG03732chr9
HTVH5AFXY_HG03732x02_19s003939-1-1	chrX	0	FALSE	HG03732	HG03732chrX
HWV7FAFXY_GM18939x02_19s004812-1-1	chr1	97.9877515310586	FALSE	GM18939	GM18939chr1
HWV7FAFXY_GM18939x02_19s004812-1-1	chr10	98.4566412655542	FALSE	GM18939	GM18939chr10
HWV7FAFXY_GM18939x02_19s004812-1-1	chr11	98.9289617486339	FALSE	GM18939	GM18939chr11
HWV7FAFXY_GM18939x02_19s004812-1-1	chr12	1.14867793671435	TRUE	GM18939	GM18939chr12
HWV7FAFXY_GM18939x02_19s004812-1-1	chr13	0.667993177942013	TRUE	GM18939	GM18939chr13
HWV7FAFXY_GM18939x02_19s004812-1-1	chr14	0.732265446224256	TRUE	GM18939	GM18939chr14
HWV7FAFXY_GM18939x02_19s004812-1-1	chr15	0.974930362116992	TRUE	GM18939	GM18939chr15
HWV7FAFXY_GM18939x02_19s004812-1-1	chr16	95.3139791732408	FALSE	GM18939	GM18939chr16
HWV7FAFXY_GM18939x02_19s004812-1-1	chr17	1.92566917003659	TRUE	GM18939	GM18939chr17
HWV7FAFXY_GM18939x02_19s004812-1-1	chr18	99.1794046661303	FALSE	GM18939	GM18939chr18
HWV7FAFXY_GM18939x02_19s004812-1-1	chr19	1.36260408781226	TRUE	GM18939	GM18939chr19
HWV7FAFXY_GM18939x02_19s004812-1-1	chr2	1.3389523098261	TRUE	GM18939	GM18939chr2
HWV7FAFXY_GM18939x02_19s004812-1-1	chr20	99.35087119918	FALSE	GM18939	GM18939chr20
HWV7FAFXY_GM18939x02_19s004812-1-1	chr21	96.3724756918474	FALSE	GM18939	GM18939chr21
HWV7FAFXY_GM18939x02_19s004812-1-1	chr22	99.6718083360683	FALSE	GM18939	GM18939chr22
HWV7FAFXY_GM18939x02_19s004812-1-1	chr3	97.889164377136	FALSE	GM18939	GM18939chr3
HWV7FAFXY_GM18939x02_19s004812-1-1	chr4	1.06799797775531	TRUE	GM18939	GM18939chr4
HWV7FAFXY_GM18939x02_19s004812-1-1	chr5	0.449040685807593	TRUE	GM18939	GM18939chr5
HWV7FAFXY_GM18939x02_19s004812-1-1	chr6	98.6539586991054	FALSE	GM18939	GM18939chr6
HWV7FAFXY_GM18939x02_19s004812-1-1	chr7	99.0866610025489	FALSE	GM18939	GM18939chr7
HWV7FAFXY_GM18939x02_19s004812-1-1	chr8	2.66112266112266	TRUE	GM18939	GM18939chr8
HWV7FAFXY_GM18939x02_19s004812-1-1	chr9	98.8961782776216	FALSE	GM18939	GM18939chr9
HWV7FAFXY_GM18939x02_19s004812-1-1	chrX	0.855578370978782	TRUE	GM18939	GM18939chrX
HCLYJAFX2_HG03125_20s001801-1-1	chr1	98.340738683699	FALSE	HG03125	HG03125chr1
HCLYJAFX2_HG03125_20s001801-1-1	chr10	99.2486851990984	FALSE	HG03125	HG03125chr10
HCLYJAFX2_HG03125_20s001801-1-1	chr11	98.7382220401475	FALSE	HG03125	HG03125chr11
HCLYJAFX2_HG03125_20s001801-1-1	chr12	99.1415120465245	FALSE	HG03125	HG03125chr12
HCLYJAFX2_HG03125_20s001801-1-1	chr13	98.8527176251255	FALSE	HG03125	HG03125chr13
HCLYJAFX2_HG03125_20s001801-1-1	chr14	2.692633361558	TRUE	HG03125	HG03125chr14
HCLYJAFX2_HG03125_20s001801-1-1	chr15	98.8775686409947	FALSE	HG03125	HG03125chr15
HCLYJAFX2_HG03125_20s001801-1-1	chr16	97.5475257582354	FALSE	HG03125	HG03125chr16
HCLYJAFX2_HG03125_20s001801-1-1	chr17	1.24642075122116	TRUE	HG03125	HG03125chr17
HCLYJAFX2_HG03125_20s001801-1-1	chr18	97.3729917498914	FALSE	HG03125	HG03125chr18
HCLYJAFX2_HG03125_20s001801-1-1	chr19	1.78981184029371	TRUE	HG03125	HG03125chr19
HCLYJAFX2_HG03125_20s001801-1-1	chr2	98.8332872546309	FALSE	HG03125	HG03125chr2
HCLYJAFX2_HG03125_20s001801-1-1	chr20	98.8531324888737	FALSE	HG03125	HG03125chr20
HCLYJAFX2_HG03125_20s001801-1-1	chr21	97.3910171730515	FALSE	HG03125	HG03125chr21
HCLYJAFX2_HG03125_20s001801-1-1	chr22	3.69747899159664	TRUE	HG03125	HG03125chr22
HCLYJAFX2_HG03125_20s001801-1-1	chr3	99.0514617399306	FALSE	HG03125	HG03125chr3
HCLYJAFX2_HG03125_20s001801-1-1	chr4	98.5496052179883	FALSE	HG03125	HG03125chr4
HCLYJAFX2_HG03125_20s001801-1-1	chr5	98.6700162553569	FALSE	HG03125	HG03125chr5
HCLYJAFX2_HG03125_20s001801-1-1	chr6	98.8109299944878	FALSE	HG03125	HG03125chr6
HCLYJAFX2_HG03125_20s001801-1-1	chr7	97.7939013628787	FALSE	HG03125	HG03125chr7
HCLYJAFX2_HG03125_20s001801-1-1	chr8	3.12959950422186	TRUE	HG03125	HG03125chr8
HCLYJAFX2_HG03125_20s001801-1-1	chr9	98.2844889206576	FALSE	HG03125	HG03125chr9
HCLYJAFX2_HG03125_20s001801-1-1	chrX	99.2759585321705	FALSE	HG03125	HG03125chrX
HVN3GAFXY_HG02587x02_19s004140-1-1	chr1	1.18856010895134	TRUE	HG02587	HG02587chr1
HVN3GAFXY_HG02587x02_19s004140-1-1	chr10	99.0572603606454	FALSE	HG02587	HG02587chr10
HVN3GAFXY_HG02587x02_19s004140-1-1	chr11	99.2551453773277	FALSE	HG02587	HG02587chr11
HVN3GAFXY_HG02587x02_19s004140-1-1	chr12	0.379532361911217	TRUE	HG02587	HG02587chr12
HVN3GAFXY_HG02587x02_19s004140-1-1	chr13	1.07497984412792	TRUE	HG02587	HG02587chr13
HVN3GAFXY_HG02587x02_19s004140-1-1	chr14	0.661308373181402	TRUE	HG02587	HG02587chr14
HVN3GAFXY_HG02587x02_19s004140-1-1	chr15	98.6910377358491	FALSE	HG02587	HG02587chr15
HVN3GAFXY_HG02587x02_19s004140-1-1	chr16	1.63885280303787	TRUE	HG02587	HG02587chr16
HVN3GAFXY_HG02587x02_19s004140-1-1	chr17	99.0980075390415	FALSE	HG02587	HG02587chr17
HVN3GAFXY_HG02587x02_19s004140-1-1	chr18	0.816231343283582	TRUE	HG02587	HG02587chr18
HVN3GAFXY_HG02587x02_19s004140-1-1	chr19	99.4229337304542	FALSE	HG02587	HG02587chr19
HVN3GAFXY_HG02587x02_19s004140-1-1	chr2	99.2537572454965	FALSE	HG02587	HG02587chr2
HVN3GAFXY_HG02587x02_19s004140-1-1	chr20	0.850228907782865	TRUE	HG02587	HG02587chr20
HVN3GAFXY_HG02587x02_19s004140-1-1	chr21	1.0673624288425	TRUE	HG02587	HG02587chr21
HVN3GAFXY_HG02587x02_19s004140-1-1	chr22	98.8523852385239	FALSE	HG02587	HG02587chr22
HVN3GAFXY_HG02587x02_19s004140-1-1	chr3	0.504713439559523	TRUE	HG02587	HG02587chr3
HVN3GAFXY_HG02587x02_19s004140-1-1	chr4	99.2340425531915	FALSE	HG02587	HG02587chr4
HVN3GAFXY_HG02587x02_19s004140-1-1	chr5	0.750802667325265	TRUE	HG02587	HG02587chr5
HVN3GAFXY_HG02587x02_19s004140-1-1	chr6	0.571605128997374	TRUE	HG02587	HG02587chr6
HVN3GAFXY_HG02587x02_19s004140-1-1	chr7	58.251953125	blacklisted	HG02587	HG02587chr7
HVN3GAFXY_HG02587x02_19s004140-1-1	chr8	99.6199049762441	FALSE	HG02587	HG02587chr8
HVN3GAFXY_HG02587x02_19s004140-1-1	chr9	0.821307952103162	TRUE	HG02587	HG02587chr9
HVN3GAFXY_HG02587x02_19s004140-1-1	chrX	0.548754748839173	TRUE	HG02587	HG02587chrX
HVVFTAFXY_GM19983x02_19s004449-1-1	chr1	1.93914921588882	TRUE	GM19983	GM19983chr1
HVVFTAFXY_GM19983x02_19s004449-1-1	chr10	98.357111975789	FALSE	GM19983	GM19983chr10
HVVFTAFXY_GM19983x02_19s004449-1-1	chr11	97.7036873482005	FALSE	GM19983	GM19983chr11
HVVFTAFXY_GM19983x02_19s004449-1-1	chr12	1.47352093950809	TRUE	GM19983	GM19983chr12
HVVFTAFXY_GM19983x02_19s004449-1-1	chr13	0.960219478737997	TRUE	GM19983	GM19983chr13
HVVFTAFXY_GM19983x02_19s004449-1-1	chr14	98.7506940588562	FALSE	GM19983	GM19983chr14
HVVFTAFXY_GM19983x02_19s004449-1-1	chr15	0.322476620445018	TRUE	GM19983	GM19983chr15
HVVFTAFXY_GM19983x02_19s004449-1-1	chr16	98.1329155242199	FALSE	GM19983	GM19983chr16
HVVFTAFXY_GM19983x02_19s004449-1-1	chr17	1.74311926605505	TRUE	GM19983	GM19983chr17
HVVFTAFXY_GM19983x02_19s004449-1-1	chr18	99.3720846788662	FALSE	GM19983	GM19983chr18
HVVFTAFXY_GM19983x02_19s004449-1-1	chr19	1.6833373993657	TRUE	GM19983	GM19983chr19
HVVFTAFXY_GM19983x02_19s004449-1-1	chr2	1.42913630458114	TRUE	GM19983	GM19983chr2
HVVFTAFXY_GM19983x02_19s004449-1-1	chr20	97.4634326976486	FALSE	GM19983	GM19983chr20
HVVFTAFXY_GM19983x02_19s004449-1-1	chr21	0.784982935153584	TRUE	GM19983	GM19983chr21
HVVFTAFXY_GM19983x02_19s004449-1-1	chr22	99.2865296803653	FALSE	GM19983	GM19983chr22
HVVFTAFXY_GM19983x02_19s004449-1-1	chr3	1.66049219370204	TRUE	GM19983	GM19983chr3
HVVFTAFXY_GM19983x02_19s004449-1-1	chr4	2.43664036863786	TRUE	GM19983	GM19983chr4
HVVFTAFXY_GM19983x02_19s004449-1-1	chr5	0.927454216772774	TRUE	GM19983	GM19983chr5
HVVFTAFXY_GM19983x02_19s004449-1-1	chr6	2.53491981376099	TRUE	GM19983	GM19983chr6
HVVFTAFXY_GM19983x02_19s004449-1-1	chr7	0.895386021014162	TRUE	GM19983	GM19983chr7
HVVFTAFXY_GM19983x02_19s004449-1-1	chr8	5.00859509298328	TRUE	GM19983	GM19983chr8
HVVFTAFXY_GM19983x02_19s004449-1-1	chr9	0.974155069582505	TRUE	GM19983	GM19983chr9
HVVFTAFXY_GM19983x02_19s004449-1-1	chrX	1.00886162235855	TRUE	GM19983	GM19983chrX
H2NCTAFX2_GM20509B_20s000579-1-1	chr1	97.6685570258349	FALSE	GM20509	GM20509chr1
H2NCTAFX2_GM20509B_20s000579-1-1	chr10	98.5217783795983	FALSE	GM20509	GM20509chr10
H2NCTAFX2_GM20509B_20s000579-1-1	chr11	0.785006378176823	TRUE	GM20509	GM20509chr11
H2NCTAFX2_GM20509B_20s000579-1-1	chr12	99.0251827782291	FALSE	GM20509	GM20509chr12
H2NCTAFX2_GM20509B_20s000579-1-1	chr13	0.68899214869412	TRUE	GM20509	GM20509chr13
H2NCTAFX2_GM20509B_20s000579-1-1	chr14	0.332488917036099	TRUE	GM20509	GM20509chr14
H2NCTAFX2_GM20509B_20s000579-1-1	chr15	99.0337283500456	FALSE	GM20509	GM20509chr15
H2NCTAFX2_GM20509B_20s000579-1-1	chr16	96.9068478455212	FALSE	GM20509	GM20509chr16
H2NCTAFX2_GM20509B_20s000579-1-1	chr17	91.9182677645624	FALSE	GM20509	GM20509chr17
H2NCTAFX2_GM20509B_20s000579-1-1	chr18	99.5234853641933	FALSE	GM20509	GM20509chr18
H2NCTAFX2_GM20509B_20s000579-1-1	chr19	97.2698634931747	FALSE	GM20509	GM20509chr19
H2NCTAFX2_GM20509B_20s000579-1-1	chr2	2.13499201479365	TRUE	GM20509	GM20509chr2
H2NCTAFX2_GM20509B_20s000579-1-1	chr20	97.9872611464968	FALSE	GM20509	GM20509chr20
H2NCTAFX2_GM20509B_20s000579-1-1	chr21	98.2352941176471	FALSE	GM20509	GM20509chr21
H2NCTAFX2_GM20509B_20s000579-1-1	chr22	0.495867768595041	TRUE	GM20509	GM20509chr22
H2NCTAFX2_GM20509B_20s000579-1-1	chr3	0.560864146240133	TRUE	GM20509	GM20509chr3
H2NCTAFX2_GM20509B_20s000579-1-1	chr4	1.15812917594655	TRUE	GM20509	GM20509chr4
H2NCTAFX2_GM20509B_20s000579-1-1	chr5	96.9107744107744	FALSE	GM20509	GM20509chr5
H2NCTAFX2_GM20509B_20s000579-1-1	chr6	0.885165573381807	TRUE	GM20509	GM20509chr6
